neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,distance_to_sol_km,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_experience_months,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,amenities_count,has_license_info,has_wifi,has_air_conditioning,has_kitchen,has_washer,has_workspace,has_parking,has_pool,has_elevator,has_balcony_or_patio,price_numeric
Justicia,Centro,40.42114,-3.69734,0.7069955825646377,Private room in bed and breakfast,Private room,2,1.0,,1.0,1.0,90.0,t,4.0,t,t,90.0,3,0,3,0,53,1,1,1,1,1,0,1,0,1,1,160.0
Justicia,Centro,40.42357,-3.69998,0.7987025663389828,Private room in hostel,Private room,2,1.0,1.0,1.0,1.0,1125.0,f,3.0,t,t,90.0,3,0,3,0,19,0,1,1,0,0,0,1,0,0,0,120.0
Justicia,Centro,40.42328,-3.69551,0.9834483710781193,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,30,0,1,1,1,1,0,0,0,1,0,135.29
Justicia,Centro,40.4239,-3.69521,1.050997264056937,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,26,1,1,1,1,1,0,0,0,0,0,85.76
Justicia,Centro,40.42212,-3.69741,0.779256564319705,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,28,0,1,0,1,1,0,0,0,0,0,207.64
Justicia,Centro,40.4202,-3.69702,0.6653083686312231,Entire home,Entire home/apt,2,1.0,1.0,1.0,6.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,29,1,1,1,1,1,0,0,0,1,0,254.0
Justicia,Centro,40.42287,-3.69751,0.8375253837273554,Entire rental unit,Entire home/apt,2,,,1.0,7.0,28.0,t,71.0,t,t,89.0,70,70,0,0,28,1,1,1,1,1,0,0,0,0,0,189.29
Justicia,Centro,40.42621,-3.69832,1.1238480247901987,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,24,0,1,1,1,1,0,0,0,0,0,110.2
Justicia,Centro,40.42275271754458,-3.69793845862827,0.8051562858495828,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,26,1,1,1,1,1,0,0,0,0,0,92.71
Justicia,Centro,40.42542384616062,-3.69976453121337,0.9979470284228485,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,31,0,1,1,1,1,0,0,0,1,0,98.71
Justicia,Centro,40.42205333740929,-3.693528017612034,1.025533932670305,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,10.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,30,1,1,1,1,1,0,0,0,0,0,174.77
Justicia,Centro,40.42706,-3.69751,1.2381138636257025,Entire home,Entire home/apt,2,1.0,1.0,1.0,21.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,30,1,1,1,1,1,0,0,0,1,0,81.71
Justicia,Centro,40.42021,-3.7,0.47498033240834187,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,6.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,30,0,1,1,1,1,0,0,0,1,0,139.81
Justicia,Centro,40.42253140673864,-3.697575952471487,0.8046620589833223,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,21.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,27,1,1,1,1,1,0,0,0,0,0,106.52
Justicia,Centro,40.42185,-3.70027,0.6148381409702562,Entire rental unit,Entire home/apt,2,,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,31,0,1,0,1,1,0,0,0,1,0,135.29
Justicia,Centro,40.42424,-3.69253,1.240427456209596,Entire home,Entire home/apt,2,1.0,1.0,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,28,1,1,1,1,1,0,0,0,0,0,78.29
Justicia,Centro,40.42053,-3.69973,0.5169535509146924,Entire home,Entire home/apt,4,2.0,2.0,2.0,5.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,32,0,1,0,1,1,0,0,1,1,0,274.0
Justicia,Centro,40.42339,-3.69931,0.8042951062953674,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,27,0,1,1,1,1,0,0,0,1,0,92.71
Justicia,Centro,40.42203,-3.69697,0.7976842784645021,Entire rental unit,Entire home/apt,2,1.0,,1.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,26,1,1,1,1,1,0,0,0,1,0,131.29
Justicia,Centro,40.42373,-3.69561,1.0142408254514796,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,7.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,29,0,1,1,1,1,0,0,0,0,0,259.71
Justicia,Centro,40.42268963762225,-3.699344977967959,0.7342358657317648,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,21.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,28,1,1,1,1,1,0,0,0,0,0,125.67
Justicia,Centro,40.42514557958588,-3.697000894673619,1.0702918217639923,Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,20.0,1000.0,t,71.0,t,t,89.0,70,70,0,0,28,1,1,1,1,1,0,0,0,0,0,136.57
Justicia,Centro,40.42411,-3.69466,1.0998480331812168,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15.0,1125.0,f,45.0,t,t,89.0,40,36,4,0,30,0,1,0,1,1,1,0,0,1,0,93.33
Justicia,Centro,40.423160809455,-3.6959921568632126,0.9457013438647315,Entire rental unit,Entire home/apt,2,,1.0,1.0,4.0,365.0,f,3.0,t,t,50.0,2,2,0,0,10,1,1,0,1,1,1,0,0,0,0,263.5
Justicia,Centro,40.425163,-3.691744,1.358324325986052,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,23.0,t,t,89.0,19,19,0,0,26,0,1,1,1,1,0,0,0,1,0,208.0
Justicia,Centro,40.42505,-3.69217,1.3232834954605637,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,23.0,t,t,89.0,19,19,0,0,27,0,1,1,1,1,0,0,0,1,0,146.57
Justicia,Centro,40.42445755004883,-3.6990950107574463,0.9191486694493589,Private room in home,Private room,1,1.0,,1.0,2.0,1125.0,f,2.0,t,t,89.0,2,0,2,0,44,0,1,1,0,1,1,0,0,1,1,92.5
Justicia,Centro,40.424576651281846,-3.6996627036359566,0.9125372100953025,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,4.0,365.0,f,22.0,t,t,89.0,22,22,0,0,31,1,1,1,1,1,0,1,0,0,0,125.75
Justicia,Centro,40.423765,-3.6977992,0.9043826520799321,Entire rental unit,Entire home/apt,2,,1.0,,1.0,1125.0,f,22.0,t,t,89.0,22,22,0,0,30,1,1,1,1,1,0,0,0,0,0,130.86
Justicia,Centro,40.42246,-3.6976,0.7972424387717734,Entire rental unit,Entire home/apt,3,,1.0,,4.0,1125.0,f,22.0,t,t,89.0,22,22,0,0,39,1,1,1,1,1,0,0,0,1,0,152.0
Justicia,Centro,40.41979,-3.69778,0.5865286056265141,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,4.0,1125.0,f,22.0,t,t,89.0,22,22,0,0,15,1,1,1,1,1,1,0,0,1,0,162.75
Justicia,Centro,40.421,-3.69935,0.5778093093917568,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1.0,365.0,f,1.0,t,t,89.0,1,1,0,0,21,0,1,1,1,1,0,0,0,1,0,226.95
Justicia,Centro,40.422634132108,-3.698313436235116,0.7758425549386457,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2.0,1125.0,f,7.0,t,t,88.0,1,1,0,0,49,0,1,0,1,1,0,1,0,0,1,266.0
Justicia,Centro,40.4217138194621,-3.699715804516694,0.6248616829606367,Entire rental unit,Entire home/apt,5,3.0,2.0,3.0,1.0,1125.0,f,53.0,t,f,88.0,52,45,7,0,19,1,1,0,1,1,0,1,0,1,0,156.5
Justicia,Centro,40.42415,-3.69935,0.8790885940495612,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,4.0,1125.0,t,1.0,t,t,87.0,1,1,0,0,30,1,1,1,1,1,1,0,0,1,0,125.0
Justicia,Centro,40.42194,-3.69966,0.6487849698283659,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,7.0,t,t,87.0,7,7,0,0,26,1,1,1,1,1,0,0,0,0,0,103.0
Justicia,Centro,40.42563,-3.69885,1.0469334656159313,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,9.0,t,t,87.0,9,9,0,0,31,1,1,1,1,1,0,0,0,1,1,209.0
Justicia,Centro,40.42356,-3.69993,0.7993164563745417,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,9.0,t,t,87.0,9,9,0,0,33,1,1,1,1,1,0,0,0,1,1,122.0
Justicia,Centro,40.42207,-3.70019,0.6396964631316603,Entire rental unit,Entire home/apt,3,1.5,,1.0,30.0,360.0,f,6.0,t,t,86.0,6,6,0,0,17,1,1,1,1,1,1,0,0,0,0,46.84
Justicia,Centro,40.42510855612508,-3.699625738004097,0.9689011583455035,Entire rental unit,Entire home/apt,12,2.0,3.0,7.0,7.0,1125.0,f,87.0,t,t,33.0,8,8,0,0,19,1,1,1,1,1,1,0,0,0,0,284.29
Justicia,Centro,40.422899356288085,-3.698551137257149,0.7889907853481043,Private room in rental unit,Private room,1,1.0,,1.0,1.0,365.0,f,3.0,t,t,26.0,3,2,1,0,45,0,1,1,1,1,1,1,0,0,0,75.0
Justicia,Centro,40.41929291089821,-3.697405121072306,0.5868331400169577,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,5.0,21.0,f,3.0,t,t,62.0,1,1,0,0,42,0,1,1,1,1,1,0,0,1,1,167.8
Justicia,Centro,40.422185805811566,-3.700118239389756,0.6539285822834522,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1.0,365.0,t,2.0,t,t,85.0,2,2,0,0,36,1,1,1,1,1,0,0,0,0,0,192.0
Justicia,Centro,40.42253,-3.69838,0.7631395893631798,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,2.0,t,t,85.0,2,2,0,0,35,1,1,1,1,1,1,0,0,0,1,166.0
Justicia,Centro,40.42189655557302,-3.6991890261413336,0.6662037680374485,Entire rental unit,Entire home/apt,3,1.0,1.0,,2.0,1125.0,f,5.0,t,t,84.0,5,3,2,0,11,0,0,0,1,0,1,0,0,0,0,157.5
Justicia,Centro,40.42109,-3.69958,0.5738771810913292,Private room in rental unit,Private room,2,0.5,1.0,1.0,30.0,1125.0,f,5.0,t,t,84.0,5,3,2,0,5,0,0,0,0,0,0,0,0,0,0,49.42
Justicia,Centro,40.42196,-3.69953,0.6564150673264566,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,1125.0,f,5.0,t,t,84.0,5,3,2,0,14,0,0,1,0,1,1,0,0,0,0,170.0
Justicia,Centro,40.42252,-3.69953,0.7101227371884778,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,99.0,t,1.0,t,t,85.0,1,1,0,0,22,1,1,1,1,1,0,0,0,1,1,108.67
Justicia,Centro,40.42839730981318,-3.699988313019276,1.3103636066838922,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,3.0,365.0,t,3.0,t,t,21.0,2,2,0,0,48,0,1,1,1,1,1,0,0,1,0,371.0
Justicia,Centro,40.42449,-3.70008,0.8911191823603857,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,t,13.0,t,t,19.0,6,6,0,0,33,1,1,1,1,1,1,0,0,0,0,414.0
Justicia,Centro,40.42428,-3.69966,0.8820118859360024,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,365.0,t,13.0,t,t,19.0,6,6,0,0,38,1,1,1,1,1,0,0,0,1,0,627.0
Justicia,Centro,40.42429,-3.69163,1.3024758210938359,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,t,13.0,t,t,19.0,6,6,0,0,32,1,1,1,1,1,1,0,0,1,0,765.0
Justicia,Centro,40.42046,-3.69733,0.6601797610275603,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,360.0,t,2.0,t,t,21.0,2,2,0,0,27,1,1,0,1,1,1,1,0,1,0,127.5
Justicia,Centro,40.42282,-3.6994882,0.7411067024341333,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1.0,1125.0,f,1.0,t,t,25.0,1,1,0,0,54,0,1,1,1,1,1,1,0,1,1,163.19
Justicia,Centro,40.42153403,-3.699651132,0.6109563195179992,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,999.0,t,5.0,t,t,3.0,5,5,0,0,18,1,1,1,1,1,0,0,0,0,0,155.0
Justicia,Centro,40.42512,-3.7001,0.9568765168792759,Entire rental unit,Entire home/apt,7,2.0,4.0,4.0,2.0,365.0,f,2.0,t,t,52.0,1,1,0,0,23,1,1,0,1,1,1,0,0,1,0,352.5
Justicia,Centro,40.421840628852415,-3.6983824401872334,0.701985216436226,Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,1.0,365.0,f,7.0,t,t,40.0,6,2,4,0,23,0,1,0,1,1,0,0,0,0,0,217.0
Justicia,Centro,40.42313,-3.69845,0.8152049994165175,Private room in rental unit,Private room,2,2.0,1.0,2.0,2.0,365.0,f,7.0,t,t,40.0,6,2,4,0,21,0,1,0,1,1,0,0,0,0,0,51.0
Justicia,Centro,40.42338624666809,-3.700301728283789,0.7695584495339074,Private room in rental unit,Private room,4,1.0,1.0,1.0,2.0,365.0,f,7.0,t,t,40.0,6,2,4,0,24,0,1,0,1,1,1,0,0,0,0,54.5
Justicia,Centro,40.4229,-3.70063,0.7091120830128889,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,1.0,1125.0,f,2.0,t,t,82.0,1,1,0,0,15,0,1,1,1,1,1,0,0,1,0,295.0
Justicia,Centro,40.42367293197434,-3.6995592955855576,0.8234614372077748,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,365.0,f,400.0,t,t,81.0,15,15,0,0,24,1,1,1,1,1,0,0,0,0,0,196.0
Justicia,Centro,40.42120126784657,-3.6980459576721136,0.6681173882530052,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,730.0,t,3.0,t,t,41.0,1,1,0,0,32,1,1,0,1,1,1,1,0,0,0,122.68
Justicia,Centro,40.42135,-3.70057,0.5537979628692815,Room in boutique hotel,Private room,3,1.0,2.0,3.0,1.0,30.0,f,6.0,t,t,80.0,6,0,6,0,13,0,1,1,0,0,0,0,0,0,0,90.0
Justicia,Centro,40.42131,-3.70028,0.5617726741783837,Room in boutique hotel,Private room,2,1.0,6.0,1.0,1.0,30.0,f,6.0,t,t,80.0,6,0,6,0,14,1,1,1,0,0,0,0,0,0,0,67.0
Justicia,Centro,40.423465991102624,-3.694972133593029,1.030180891174656,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,2.0,365.0,f,5.0,t,t,80.0,5,5,0,0,16,0,1,1,1,1,1,0,0,1,0,141.33
Justicia,Centro,40.42074,-3.70045,0.5001029793481764,Private room in hostel,Private room,4,1.0,1.0,4.0,1.0,365.0,f,37.0,t,t,79.0,37,20,17,0,18,0,1,0,0,0,0,1,0,1,1,182.0
Justicia,Centro,40.42075,-3.70061,0.4939438734577654,Private room in hostel,Private room,2,1.0,1.0,1.0,1.0,365.0,f,37.0,t,t,79.0,37,20,17,0,16,0,1,0,0,0,0,1,0,1,0,82.0
Justicia,Centro,40.4222,-3.6991,0.6984669399200768,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,2.0,1125.0,f,1.0,t,t,78.0,1,1,0,0,36,0,1,1,1,1,1,1,0,1,1,249.0
Justicia,Centro,40.42039,-3.70127,0.43174946482189885,Private room in rental unit,Private room,2,1.0,,3.0,2.0,1125.0,t,1.0,t,t,78.0,1,0,1,0,49,1,1,0,1,0,1,0,0,1,0,77.5
Justicia,Centro,40.42198822819275,-3.699924945831299,0.642196950307751,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2.0,365.0,f,1.0,f,t,30.0,1,1,0,0,27,0,1,1,1,1,0,0,0,1,0,194.0
Justicia,Centro,40.42066,-3.70134,0.45610400635564774,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,31.0,99.0,f,3.0,t,t,76.0,3,3,0,0,40,1,1,1,1,1,0,1,0,1,0,66.79
Justicia,Centro,40.42023,-3.70013,0.469705252675372,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,99.0,f,3.0,t,t,76.0,3,3,0,0,48,1,1,1,1,1,1,1,0,1,1,194.0
Justicia,Centro,40.42205,-3.70034,0.6320505384944195,Entire serviced apartment,Entire home/apt,6,,2.0,4.0,3.0,1125.0,t,5.0,t,t,66.0,5,5,0,0,58,1,1,1,1,1,1,1,0,1,1,276.0
Justicia,Centro,40.42044,-3.69718,0.6691521091713377,Entire rental unit,Entire home/apt,10,5.0,5.0,5.0,2.0,1125.0,f,1.0,t,t,75.0,1,1,0,0,33,1,1,1,1,1,1,0,0,0,0,918.96
Justicia,Centro,40.42331,-3.69612,0.9506494648004661,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,4.0,1125.0,f,1.0,t,t,75.0,1,1,0,0,30,1,1,1,1,1,1,0,0,0,1,101.43
Justicia,Centro,40.42864,-3.70217,1.306678785606104,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,1.0,365.0,f,1.0,t,t,71.0,1,1,0,0,18,1,1,1,1,1,0,0,0,1,0,255.0
Justicia,Centro,40.42614,-3.69991,1.0698680173771589,Private room in rental unit,Private room,1,0.5,1.0,1.0,1.0,365.0,f,4.0,t,t,64.0,4,1,3,0,1,1,1,0,0,0,0,0,0,0,0,59.0
Justicia,Centro,40.42374,-3.69977,0.8230408135823846,Private room in rental unit,Private room,1,1.0,1.0,1.0,2.0,365.0,f,4.0,t,t,64.0,4,1,3,0,5,1,1,0,0,0,1,0,0,0,0,60.0
Justicia,Centro,40.42431,-3.69763,0.9632529650034395,Entire rental unit,Entire home/apt,3,,1.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,1,1,1,1,0,0,1,0,110.12
Justicia,Centro,40.42048,-3.6992,0.5425135770015465,Entire rental unit,Entire home/apt,6,,3.0,4.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,183.81
Justicia,Centro,40.42353,-3.69927,0.8197190296728988,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,32,1,1,1,1,1,1,0,0,1,1,100.51
Justicia,Centro,40.42448,-3.6999,0.8953025008848922,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,0,81.47
Justicia,Centro,40.42341,-3.69743,0.8895381953657061,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,24,1,1,1,1,1,1,0,0,0,0,184.6
Justicia,Centro,40.42412,-3.69817,0.9216742276283723,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,0,209.37
Justicia,Centro,40.423970294877975,-3.697510995878743,0.936842696275912,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,0,138.07
Justicia,Centro,40.42415679572171,-3.699145741908097,0.8870056915035889,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,127.2
Justicia,Centro,40.42176,-3.70034,0.6032269101373184,Entire rental unit,Entire home/apt,4,,2.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,0,1,1,0,0,0,1,0,107.83
Justicia,Centro,40.42480988282218,-3.698660775709472,0.9702149969328469,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,194.66
Justicia,Centro,40.42292656426245,-3.699549108423232,0.7492013118738998,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,104.02
Justicia,Centro,40.420967893973234,-3.699424302951007,0.5711004576585615,Entire rental unit,Entire home/apt,3,,1.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,37,1,1,1,1,1,1,0,0,1,1,102.69
Justicia,Centro,40.42440881087012,-3.699423562612731,0.9029485486222726,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,28,1,0,1,1,1,1,0,0,1,0,99.45
Justicia,Centro,40.42717,-3.70124,1.155080533783823,Entire rental unit,Entire home/apt,6,,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,1,191.69
Justicia,Centro,40.42074214208991,-3.700926185562583,0.4799600829356732,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,29,1,1,1,1,1,1,0,0,1,0,93.1
Justicia,Centro,40.424281095792495,-3.698842779201114,0.9106014225576582,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,35,1,1,1,1,1,1,0,0,1,0,260.44
Justicia,Centro,40.42266670034508,-3.70053395983421,0.6879658024222522,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,1,111.02
Justicia,Centro,40.42799,-3.69778,1.3241111595587485,Entire rental unit,Entire home/apt,6,,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,28,1,1,1,1,1,1,0,0,1,1,212.34
Justicia,Centro,40.4236,-3.6996,0.8146535765409175,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,24,1,1,1,1,1,1,0,0,0,0,124.26
Justicia,Centro,40.42485,-3.69993,0.9330905024595431,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,102.4
Justicia,Centro,40.42305833135105,-3.699054213030438,0.7820380116696626,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,105.35
Justicia,Centro,40.42693,-3.70058,1.140065302936437,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,29,1,1,1,1,1,1,0,0,1,1,123.0
Justicia,Centro,40.42805,-3.69959,1.2813878153285048,Entire rental unit,Entire home/apt,4,,2.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,28,1,1,1,1,1,1,0,0,1,0,125.95
Justicia,Centro,40.42247233553874,-3.698589819863797,0.747689465224471,Private room in rental unit,Private room,2,1.0,,1.0,1.0,365.0,f,1.0,t,t,25.0,1,0,1,0,7,0,0,1,1,1,0,0,0,0,0,83.0
Justicia,Centro,40.42079,-3.70019,0.5168102313949812,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,1.0,t,t,17.0,1,1,0,0,33,1,1,1,1,1,1,1,0,1,1,183.0
Justicia,Centro,40.42131335890618,-3.698125040091413,0.6723730382451444,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,2.0,180.0,t,3.0,t,t,66.0,3,3,0,0,31,1,1,1,1,1,1,0,0,0,0,456.5
Justicia,Centro,40.4212205,-3.7005173,0.543225032359374,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1.0,365.0,t,60.0,t,t,71.0,58,58,0,0,49,1,1,1,1,1,0,1,0,1,1,197.05
Justicia,Centro,40.42211,-3.69953,0.6706558916964989,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,2.0,365.0,f,1.0,t,t,70.0,1,1,0,0,25,0,1,0,1,0,0,1,0,0,1,239.5
Justicia,Centro,40.42509460449219,-3.6917688846588135,1.3516539767326698,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,1.0,t,t,70.0,1,1,0,0,33,1,1,1,1,1,0,1,0,1,0,287.2
Justicia,Centro,40.42266117031069,-3.700492839336,0.6887229035695703,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,22.0,65.0,f,2.0,t,t,22.0,2,2,0,0,11,1,1,1,1,1,0,0,0,0,0,106.27
Justicia,Centro,40.42303032351909,-3.6999581965839874,0.7444360731595232,Entire rental unit,Entire home/apt,6,,2.0,2.0,1.0,999.0,f,3.0,t,t,70.0,3,3,0,0,46,0,1,1,1,1,1,1,0,1,1,408.8
Justicia,Centro,40.41991,-3.69953,0.47787355250236063,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,1.0,90.0,f,1.0,t,t,22.0,1,1,0,0,29,1,1,1,1,1,0,0,0,0,0,177.0
Justicia,Centro,40.42168,-3.70082,0.5775645361085374,Entire condo,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,t,30.0,t,t,69.0,30,30,0,0,35,1,1,1,1,1,0,0,0,1,0,180.0
Justicia,Centro,40.42671102848893,-3.696183982476719,1.2552400773332946,Entire rental unit,Entire home/apt,3,,1.0,1.0,1.0,365.0,f,2.0,t,t,36.0,2,2,0,0,43,1,1,1,1,1,1,1,0,1,1,333.0
Justicia,Centro,40.42301396132761,-3.69914217847194,0.7740842512403883,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1.0,365.0,t,2.0,t,t,26.0,1,1,0,0,36,1,1,1,1,1,0,0,0,1,1,559.33
Justicia,Centro,40.4222320272497,-3.70023278878434,0.654221737878837,Entire rental unit,Entire home/apt,4,,1.0,2.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,22,1,1,1,1,1,0,0,0,0,0,265.0
Justicia,Centro,40.42402,-3.70044,0.8317396798038242,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,23,1,1,1,1,1,0,0,0,0,0,191.0
Justicia,Centro,40.424282517576806,-3.699913248989028,0.8743709019040022,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,22,1,1,1,1,1,0,0,0,0,0,227.0
Justicia,Centro,40.42233827086013,-3.698810447791864,0.7248414398698975,Entire rental unit,Entire home/apt,4,1.0,,2.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,24,1,1,1,1,1,0,0,0,0,0,152.5
